経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
47.270, 4.5851, 82.3045, -0.5829, -0.4484, 8.2403, 3.8483, 113.16, 83.66
47.973, 4.4047, 80.8625, -0.4758, -0.4325, 8.0775, 3.8487, 112.69, 82.99
48.741, 4.1725, 77.7202, -0.5633, -0.4694, 7.1967, 3.5232, 115.45, 86.24
49.439, 4.6837, 87.0827, -0.4727, -0.4727, 8.8034, 4.0677, 112.09, 82.54
50.107, 4.2180, 78.2269, -0.5673, -0.4728, 7.5210, 3.6620, 115.94, 86.80
50.880, 4.0467, 83.7989, -0.5928, -0.3952, 6.8763, 3.4183, 116.08, 86.20
51.553, 3.1995, 91.7431, -0.4696, -0.4696, 4.9945, 2.7922, 115.60, 85.43
52.326, 4.3335, 76.6284, -0.6374, -0.4413, 7.8823, 3.7864, 116.10, 87.21
53.060, 4.4348, 90.9091, -0.4696, -0.4269, 7.5087, 3.5656, 112.05, 81.52
53.788, 4.2681, 78.9474, -0.5395, -0.4496, 7.7664, 3.7593, 114.76, 85.90
54.525, 3.7647, 81.1908, -0.5893, -0.4533, 6.0740, 3.1305, 115.77, 85.73
55.261, 3.5974, 81.5217, -0.5821, -0.4030, 5.6993, 3.0049, 115.48, 85.04
56.866, 4.1155, 81.4111, -0.5380, -0.4932, 7.8149, 3.8522, 117.11, 86.25
57.563, 3.8434, 72.2022, -0.4720, -0.4720, 6.7223, 3.4289, 115.69, 85.84
